Aplicação,Dependência,Pacote,Versão,Peso
CHADO,libstdc++6,libc6 ,>= 2.18,3
CHADO,libstdc++6,libgcc1 ,>= 1:4.2,3
CHADO,liblzma5,libc6 ,>= 2.17,1
CHADO,zlib1g,libc6 ,>= 2.14,1
CHADO,libxslt1.1,libc6 ,>= 2.17,3
CHADO,libxslt1.1,libgcrypt20 ,>= 1.7.0,3
CHADO,libxslt1.1,libxml2 ,>= 2.9.0,3
CHADO,libgcrypt20,libc6 ,>= 2.15,2
CHADO,libgcrypt20,libgpg-error0 ,>= 1.25,2
CHADO,libgpg-error0,libc6 ,>= 2.15,1
CHADO,libparse-recdescent-perl,perl,any,1
CHADO,perl,libperl5.26 ,= 5.26.1-6ubuntu0.3,3
CHADO,perl,perl-base ,= 5.26.1-6ubuntu0.3,3
CHADO,perl,perl-modules-5.26 ,>= 5.26.1-6ubuntu0.3,3
CHADO,libperl5.26,libbz2-1.0,any,7
CHADO,libperl5.26,libc6 ,>= 2.23,7
CHADO,libperl5.26,libdb5.3,any,7
CHADO,libperl5.26,libgdbm-compat4,any,7
CHADO,libperl5.26,libgdbm5 ,>= 1.12,7
CHADO,libperl5.26,perl-modules-5.26 ,>= 5.26.1-6ubuntu0.3,7
CHADO,libperl5.26,zlib1g ,>= 1:1.2.2.3,7
CHADO,libbz2-1.0,libc6 ,>= 2.4,1
CHADO,libc6,libgcc1,any,1
CHADO,libgcc1,gcc-8-base ,= 8.2.0-1ubuntu2~18.04,2
CHADO,libgcc1,libc6 ,>= 2.14,2
CHADO,libdb5.3,libc6 ,>= 2.17,1
CHADO,libgdbm-compat4,libc6 ,>= 2.14,2
CHADO,libgdbm-compat4,libgdbm5 ,>= 1.14,2
CHADO,libgdbm5,libc6 ,>= 2.14,1
CHADO,perl-modules-5.26,perl-base ,>= 5.26.1-1,1
CHADO,dpkg,tar ,>= 1.28-1,1
CHADO,libacl1,libattr1 ,>= 1:2.4.46-8,2
CHADO,libacl1,libc6 ,>= 2.14,2
CHADO,libattr1,libc6 ,>= 2.4,1
CHADO,libselinux1,libc6 ,>= 2.14,2
CHADO,libselinux1,libpcre3,any,2
CHADO,libpcre3,libc6 ,>= 2.14,1
CHADO,liblzma5,libc6 ,>= 2.17,1
CHADO,libzstd1,libc6 ,>= 2.14,1
CHADO,zlib1g,libc6 ,>= 2.14,1
DRUPAL,drupal,apache2,any,18
DRUPAL,drupal,ca-certificates,any,18
DRUPAL,drupal,default-mysql-client,any,18
DRUPAL,drupal,httpd,any,18
DRUPAL,drupal,libapache2-mod-php,any,18
DRUPAL,drupal,libapache2-mod-php5,any,18
DRUPAL,drupal,libjs-cropper ,>= 1.2.2,18
DRUPAL,drupal,libphp-phpmailer ,>= 5.2.14+dfsg,18
DRUPAL,drupal,php,any,18
DRUPAL,drupal,php-gd,any,18
DRUPAL,drupal,php-getid3 ,>= 1.9.15+dfsg,18
DRUPAL,drupal,php-mysql,any,18
DRUPAL,drupal,php-mysqlnd,any,18
DRUPAL,drupal,php5,any,18
DRUPAL,drupal,php5-gd,any,18
DRUPAL,drupal,php5-mysql,any,18
DRUPAL,drupal,php5-mysqlnd,any,18
DRUPAL,drupal,virtual-mysql-client,any,18
DRUPAL,apache2,apache2-bin ,= 2.4.29-1ubuntu4.5,8
DRUPAL,apache2,apache2-data ,= 2.4.29-1ubuntu4.5,8
DRUPAL,apache2,apache2-utils ,= 2.4.29-1ubuntu4.5,8
DRUPAL,apache2,lsb-base,any,8
DRUPAL,apache2,mime-support,any,8
DRUPAL,apache2,perl,any,8
DRUPAL,apache2,perl:any,any,8
DRUPAL,apache2,procps,any,8
DRUPAL,apache2-bin,libapr1 ,>= 1.6.2,17
DRUPAL,apache2-bin,libaprutil1 ,>= 1.6.0,17
DRUPAL,apache2-bin,libaprutil1-dbd-freetds,any,17
DRUPAL,apache2-bin,libaprutil1-dbd-mysql,any,17
DRUPAL,apache2-bin,libaprutil1-dbd-odbc,any,17
DRUPAL,apache2-bin,libaprutil1-dbd-pgsql,any,17
DRUPAL,apache2-bin,libaprutil1-dbd-sqlite3,any,17
DRUPAL,apache2-bin,libaprutil1-ldap,any,17
DRUPAL,apache2-bin,libc6 ,>= 2.14,17
DRUPAL,apache2-bin,libldap-2.4-2 ,>= 2.4.7,17
DRUPAL,apache2-bin,liblua5.2-0,any,17
DRUPAL,apache2-bin,libnghttp2-14 ,>= 1.15.0,17
DRUPAL,apache2-bin,libpcre3,any,17
DRUPAL,apache2-bin,libssl1.1 ,>= 1.1.0,17
DRUPAL,apache2-bin,libxml2 ,>= 2.7.4,17
DRUPAL,apache2-bin,perl:any,any,17
DRUPAL,apache2-bin,zlib1g ,>= 1:1.1.4,17
DRUPAL,libapr1,libc6 ,>= 2.15,2
DRUPAL,libapr1,libuuid1 ,>= 2.16,2
DRUPAL,libc6,libgcc1,any,1
DRUPAL,libgcc1,gcc-8-base ,= 8.2.0-1ubuntu2~18.04,2
DRUPAL,libgcc1,libc6 ,>= 2.14,2
DRUPAL,libuuid1,libc6 ,>= 2.25,1
DRUPAL,libaprutil1,libapr1 ,>= 1.6.2,6
DRUPAL,libaprutil1,libc6 ,>= 2.25,6
DRUPAL,libaprutil1,libdb5.3,any,6
DRUPAL,libaprutil1,libexpat1 ,>= 2.0.1,6
DRUPAL,libaprutil1,libgdbm5 ,>= 1.14,6
DRUPAL,libaprutil1,libssl1.1 ,>= 1.1.0,6
DRUPAL,libdb5.3,libc6 ,>= 2.17,1
DRUPAL,libexpat1,libc6 ,>= 2.25,1
DRUPAL,libgdbm5,libc6 ,>= 2.14,1
DRUPAL,libssl1.1,debconf ,>= 0.5,3
DRUPAL,libssl1.1,debconf-2.0,any,3
DRUPAL,libssl1.1,libc6 ,>= 2.14,3
DRUPAL,dpkg,tar ,>= 1.28-1,1
DRUPAL,libacl1,libattr1 ,>= 1:2.4.46-8,2
DRUPAL,libacl1,libc6 ,>= 2.14,2
DRUPAL,libattr1,libc6 ,>= 2.4,1
DRUPAL,libselinux1,libc6 ,>= 2.14,2
DRUPAL,libselinux1,libpcre3,any,2
DRUPAL,libpcre3,libc6 ,>= 2.14,1
DRUPAL,libbz2-1.0,libc6 ,>= 2.4,1
DRUPAL,liblzma5,libc6 ,>= 2.17,1
DRUPAL,libzstd1,libc6 ,>= 2.14,1
DRUPAL,zlib1g,libc6 ,>= 2.14,1
DRUPAL,libaprutil1-dbd-mysql,libaprutil1 ,= 1.6.1-2,3
DRUPAL,libaprutil1-dbd-mysql,libc6 ,>= 2.4,3
DRUPAL,libaprutil1-dbd-mysql,libmysqlclient20 ,>= 5.7.11,3
DRUPAL,libmysqlclient20,libc6 ,>= 2.14,5
DRUPAL,libmysqlclient20,libgcc1 ,>= 1:3.0,5
DRUPAL,libmysqlclient20,libstdc++6 ,>= 5.2,5
DRUPAL,libmysqlclient20,mysql-common ,>= 5.5,5
DRUPAL,libmysqlclient20,zlib1g ,>= 1:1.1.4,5
DRUPAL,libstdc++6,gcc-8-base ,= 8.2.0-1ubuntu2~18.04,3
DRUPAL,libstdc++6,libc6 ,>= 2.18,3
DRUPAL,libstdc++6,libgcc1 ,>= 1:4.2,3
DRUPAL,libaprutil1-dbd-odbc,libaprutil1 ,= 1.6.1-2,3
DRUPAL,libaprutil1-dbd-odbc,libc6 ,>= 2.14,3
DRUPAL,libaprutil1-dbd-odbc,libodbc1 ,>= 2.3.1,3
DRUPAL,libodbc1,libc6 ,>= 2.14,2
DRUPAL,libodbc1,libltdl7 ,>= 2.4.6,2
DRUPAL,libltdl7,libc6 ,>= 2.14,1
DRUPAL,libaprutil1-dbd-pgsql,libaprutil1 ,= 1.6.1-2,3
DRUPAL,libaprutil1-dbd-pgsql,libc6 ,>= 2.14,3
DRUPAL,libaprutil1-dbd-pgsql,libpq5,any,3
DRUPAL,libpq5,libc6 ,>= 2.14,4
DRUPAL,libpq5,libgssapi-krb5-2 ,>= 1.14+dfsg,4
DRUPAL,libpq5,libldap-2.4-2 ,>= 2.4.7,4
DRUPAL,libpq5,libssl1.1 ,>= 1.1.0,4
DRUPAL,libgssapi-krb5-2,libc6 ,>= 2.27,5
DRUPAL,libgssapi-krb5-2,libcom-err2 ,>= 1.34,5
DRUPAL,libgssapi-krb5-2,libk5crypto3 ,>= 1.16,5
DRUPAL,libgssapi-krb5-2,libkrb5-3 ,= 1.16-2ubuntu0.1,5
DRUPAL,libgssapi-krb5-2,libkrb5support0 ,>= 1.15~beta1,5
DRUPAL,libcom-err2,libc6 ,>= 2.17,1
DRUPAL,libk5crypto3,libc6 ,>= 2.14,2
DRUPAL,libk5crypto3,libkrb5support0 ,>= 1.16,2
DRUPAL,libkrb5support0,libc6 ,>= 2.14,1
DRUPAL,libkrb5-3,libc6 ,>= 2.16,5
DRUPAL,libkrb5-3,libcom-err2 ,>= 1.34,5
DRUPAL,libkrb5-3,libk5crypto3 ,>= 1.15~beta1,5
DRUPAL,libkrb5-3,libkeyutils1 ,>= 1.5.9,5
DRUPAL,libkrb5-3,libkrb5support0 ,= 1.16-2ubuntu0.1,5
DRUPAL,libkeyutils1,libc6 ,>= 2.14,1
DRUPAL,libldap-2.4-2,libc6 ,>= 2.14,5
DRUPAL,libldap-2.4-2,libgnutls30 ,>= 3.5.6,5
DRUPAL,libldap-2.4-2,libgssapi3-heimdal ,>= 1.4.0+git20110226,5
DRUPAL,libldap-2.4-2,libldap-common ,>= 2.4.45+dfsg-1ubuntu1.1,5
DRUPAL,libldap-2.4-2,libsasl2-2,any,5
DRUPAL,libgnutls30,libc6 ,>= 2.25,9
DRUPAL,libgnutls30,libgmp10 ,>= 2:6,9
DRUPAL,libgnutls30,libhogweed4,any,9
DRUPAL,libgnutls30,libidn2-0 ,>= 0.6,9
DRUPAL,libgnutls30,libnettle6,any,9
DRUPAL,libgnutls30,libp11-kit0 ,>= 0.23.1,9
DRUPAL,libgnutls30,libtasn1-6 ,>= 4.12,9
DRUPAL,libgnutls30,libunistring2 ,>= 0.9.7,9
DRUPAL,libgnutls30,zlib1g ,>= 1:1.1.4,9
DRUPAL,libgmp10,libc6 ,>= 2.14,1
DRUPAL,libhogweed4,libc6 ,>= 2.14,3
DRUPAL,libhogweed4,libgmp10 ,>= 2:6.0.0,3
DRUPAL,libhogweed4,libnettle6 ,2.4,3
DRUPAL,libnettle6,libc6 ,>= 2.14,1
DRUPAL,libidn2-0,libc6 ,>= 2.14,2
DRUPAL,libidn2-0,libunistring2 ,>= 0.9.7,2
DRUPAL,libunistring2,libc6 ,>= 2.14,1
DRUPAL,libp11-kit0,libc6 ,>= 2.26,2
DRUPAL,libp11-kit0,libffi6 ,>= 3.0.4,2
DRUPAL,libffi6,libc6 ,>= 2.14,1
DRUPAL,libtasn1-6,libc6 ,>= 2.14,1
DRUPAL,libgssapi3-heimdal,libasn1-8-heimdal ,>= 1.4.0+git20110226,7
DRUPAL,libgssapi3-heimdal,libc6 ,>= 2.14,7
DRUPAL,libgssapi3-heimdal,libcomerr2 ,>= 1.01,7
DRUPAL,libgssapi3-heimdal,libhcrypto4-heimdal ,>= 1.4.0+git20110226,7
DRUPAL,libgssapi3-heimdal,libheimntlm0-heimdal ,>= 1.4.0+git20110226,7
DRUPAL,libgssapi3-heimdal,libkrb5-26-heimdal ,>= 1.6~git20131117,7
DRUPAL,libgssapi3-heimdal,libroken18-heimdal ,>= 1.4.0+git20110226,7
DRUPAL,libasn1-8-heimdal,libc6 ,>= 2.14,3
DRUPAL,libasn1-8-heimdal,libcomerr2 ,>= 1.01,3
DRUPAL,libasn1-8-heimdal,libroken18-heimdal ,>= 1.4.0+git20110226,3
DRUPAL,libcomerr2,libcom-err2,any,1
DRUPAL,libroken18-heimdal,libc6 ,>= 2.16,1
DRUPAL,libhcrypto4-heimdal,libasn1-8-heimdal ,>= 1.4.0+git20110226,4
DRUPAL,libhcrypto4-heimdal,libc6 ,>= 2.14,4
DRUPAL,libhcrypto4-heimdal,libheimbase1-heimdal ,>= 1.4.0+git20110226,4
DRUPAL,libhcrypto4-heimdal,libroken18-heimdal ,>= 1.4.0+git20110226,4
DRUPAL,libheimbase1-heimdal,libc6 ,>= 2.14,1
DRUPAL,libheimntlm0-heimdal,libc6 ,>= 2.4,5
DRUPAL,libheimntlm0-heimdal,libhcrypto4-heimdal ,>= 1.4.0+git20110226,5
DRUPAL,libheimntlm0-heimdal,libkrb5-26-heimdal ,>= 1.4.0+git20110226,5
DRUPAL,libheimntlm0-heimdal,libroken18-heimdal ,>= 1.4.0+git20110226,5
DRUPAL,libheimntlm0-heimdal,libwind0-heimdal ,>= 1.4.0+git20110226,5
DRUPAL,libkrb5-26-heimdal,libasn1-8-heimdal ,>= 1.6~git20131117,9
DRUPAL,libkrb5-26-heimdal,libc6 ,>= 2.15,9
DRUPAL,libkrb5-26-heimdal,libcomerr2 ,>= 1.41.11,9
DRUPAL,libkrb5-26-heimdal,libhcrypto4-heimdal ,>= 1.7~git20161112,9
DRUPAL,libkrb5-26-heimdal,libheimbase1-heimdal ,>= 1.6~git20131117,9
DRUPAL,libkrb5-26-heimdal,libhx509-5-heimdal ,>= 1.4.0+git20110226,9
DRUPAL,libkrb5-26-heimdal,libroken18-heimdal ,>= 1.7~git20160418,9
DRUPAL,libkrb5-26-heimdal,libsqlite3-0 ,>= 3.5.9,9
DRUPAL,libkrb5-26-heimdal,libwind0-heimdal ,>= 1.6~git20120311,9
DRUPAL,libhx509-5-heimdal,libasn1-8-heimdal ,>= 1.4.0+git20110226,7
DRUPAL,libhx509-5-heimdal,libc6 ,>= 2.14,7
DRUPAL,libhx509-5-heimdal,libcomerr2 ,>= 1.34,7
DRUPAL,libhx509-5-heimdal,libhcrypto4-heimdal ,>= 1.4.0+git20110226,7
DRUPAL,libhx509-5-heimdal,libheimbase1-heimdal ,>= 1.6~git20131117,7
DRUPAL,libhx509-5-heimdal,libroken18-heimdal ,>= 1.7~git20150920,7
DRUPAL,libhx509-5-heimdal,libwind0-heimdal ,>= 1.4.0+git20110226,7
DRUPAL,libwind0-heimdal,libc6 ,>= 2.14,3
DRUPAL,libwind0-heimdal,libcomerr2 ,>= 1.01,3
DRUPAL,libwind0-heimdal,libroken18-heimdal ,>= 1.4.0+git20110226,3
DRUPAL,libsqlite3-0,libc6 ,>= 2.14,1
DRUPAL,libsasl2-2,libc6 ,>= 2.15,2
DRUPAL,libsasl2-2,libsasl2-modules-db ,>= 2.1.27~101-g0780600+dfsg-3ubuntu2,2
DRUPAL,libsasl2-modules-db,libc6 ,>= 2.14,2
DRUPAL,libsasl2-modules-db,libdb5.3,any,2
DRUPAL,libaprutil1-dbd-sqlite3,libaprutil1 ,= 1.6.1-2,3
DRUPAL,libaprutil1-dbd-sqlite3,libc6 ,>= 2.4,3
DRUPAL,libaprutil1-dbd-sqlite3,libsqlite3-0 ,>= 3.5.9,3
DRUPAL,libaprutil1-ldap,libaprutil1 ,= 1.6.1-2,3
DRUPAL,libaprutil1-ldap,libc6 ,>= 2.4,3
DRUPAL,libaprutil1-ldap,libldap-2.4-2 ,>= 2.4.7,3
DRUPAL,liblua5.2-0,libc6 ,>= 2.14,2
DRUPAL,liblua5.2-0,libstdc++6 ,>= 4.1.1,2
DRUPAL,libnghttp2-14,libc6 ,>= 2.14,1
DRUPAL,libxml2,libc6 ,>= 2.15,4
DRUPAL,libxml2,libicu60 ,>= 60.1-1~,4
DRUPAL,libxml2,liblzma5 ,>= 5.1.1alpha+20120614,4
DRUPAL,libxml2,zlib1g ,>= 1:1.2.3.3,4
DRUPAL,libicu60,libc6 ,>= 2.14,3
DRUPAL,libicu60,libgcc1 ,>= 1:3.0,3
DRUPAL,libicu60,libstdc++6 ,>= 5.2,3
DRUPAL,apache2-utils,libapr1 ,>= 1.4.8-2~,4
DRUPAL,apache2-utils,libaprutil1 ,>= 1.5.0,4
DRUPAL,apache2-utils,libc6 ,>= 2.14,4
DRUPAL,apache2-utils,libssl1.1 ,>= 1.1.0,4
DRUPAL,perl,libperl5.26 ,= 5.26.1-6ubuntu0.3,3
DRUPAL,perl,perl-base ,= 5.26.1-6ubuntu0.3,3
DRUPAL,perl,perl-modules-5.26 ,>= 5.26.1-6ubuntu0.3,3
DRUPAL,libperl5.26,libbz2-1.0,any,7
DRUPAL,libperl5.26,libc6 ,>= 2.23,7
DRUPAL,libperl5.26,libdb5.3,any,7
DRUPAL,libperl5.26,libgdbm-compat4,any,7
DRUPAL,libperl5.26,libgdbm5 ,>= 1.12,7
DRUPAL,libperl5.26,perl-modules-5.26 ,>= 5.26.1-6ubuntu0.3,7
DRUPAL,libperl5.26,zlib1g ,>= 1:1.2.2.3,7
DRUPAL,libgdbm-compat4,libc6 ,>= 2.14,2
DRUPAL,libgdbm-compat4,libgdbm5 ,>= 1.14,2
DRUPAL,perl-modules-5.26,perl-base ,>= 5.26.1-1,1
DRUPAL,procps,init-system-helpers ,>= 1.29~,7
DRUPAL,procps,libc6 ,>= 2.27,7
DRUPAL,procps,libncurses5 ,>= 6,7
DRUPAL,procps,libncursesw5 ,>= 6,7
DRUPAL,procps,libprocps6,any,7
DRUPAL,procps,libtinfo5 ,>= 6,7
DRUPAL,procps,lsb-base ,>= 3.0-10,7
DRUPAL,init-system-helpers,perl-base ,>= 5.20.1-3,1
DRUPAL,libncurses5,libc6 ,>= 2.14,2
DRUPAL,libncurses5,libtinfo5 ,= 6.1-1ubuntu1.18.04,2
DRUPAL,libtinfo5,libc6 ,>= 2.16,1
DRUPAL,libncursesw5,libc6 ,>= 2.14,2
DRUPAL,libncursesw5,libtinfo5 ,= 6.1-1ubuntu1.18.04,2
DRUPAL,libprocps6,libc6 ,>= 2.14,2
DRUPAL,libprocps6,libsystemd0 ,>= 209,2
DRUPAL,libgcrypt20,libc6 ,>= 2.15,2
DRUPAL,libgcrypt20,libgpg-error0 ,>= 1.25,2
DRUPAL,libgpg-error0,libc6 ,>= 2.15,1
DRUPAL,liblz4-1,libc6 ,>= 2.14,1
DRUPAL,ca-certificates,debconf ,>= 0.5,3
DRUPAL,ca-certificates,debconf-2.0,any,3
DRUPAL,ca-certificates,openssl ,>= 1.1.0,3
DRUPAL,openssl,libc6 ,>= 2.15,2
DRUPAL,openssl,libssl1.1 ,>= 1.1.0,2
DRUPAL,default-mysql-client,mysql-client-5.7,any,1
DRUPAL,mysql-client-5.7,debianutils ,>= 1.6,8
DRUPAL,mysql-client-5.7,libc6 ,>= 2.14,8
DRUPAL,mysql-client-5.7,libgcc1 ,>= 1:3.0,8
DRUPAL,mysql-client-5.7,liblz4-1 ,>= 0.0~r127,8
DRUPAL,mysql-client-5.7,libstdc++6 ,>= 5.2,8
DRUPAL,mysql-client-5.7,mysql-client-core-5.7,any,8
DRUPAL,mysql-client-5.7,mysql-common ,>= 5.5,8
DRUPAL,mysql-client-5.7,zlib1g ,>= 1:1.1.4,8
DRUPAL,mysql-client-core-5.7,libaio1 ,>= 0.3.93,8
DRUPAL,mysql-client-core-5.7,libc6 ,>= 2.14,8
DRUPAL,mysql-client-core-5.7,libedit2 ,>= 2.11-20080614,8
DRUPAL,mysql-client-core-5.7,libgcc1 ,>= 1:4.0,8
DRUPAL,mysql-client-core-5.7,liblz4-1 ,>= 0.0~r130,8
DRUPAL,mysql-client-core-5.7,libnuma1 ,>= 2.0.11,8
DRUPAL,mysql-client-core-5.7,libstdc++6 ,>= 5.2,8
DRUPAL,mysql-client-core-5.7,zlib1g ,>= 1:1.2.0,8
DRUPAL,libaio1,libc6 ,>= 2.4,1
DRUPAL,libedit2,libc6 ,>= 2.17,2
DRUPAL,libedit2,libtinfo5 ,>= 6,2
DRUPAL,libnuma1,libc6 ,>= 2.14,1
DRUPAL,libapache2-mod-php,libapache2-mod-php7.2,any,1
DRUPAL,libapache2-mod-php7.2,apache2-api-20120211,any,17
DRUPAL,libapache2-mod-php7.2,apache2-bin ,>= 2.4.16,17
DRUPAL,libapache2-mod-php7.2,libargon2-0 ,>= 0~20160406~,17
DRUPAL,libapache2-mod-php7.2,libc6 ,>= 2.27,17
DRUPAL,libapache2-mod-php7.2,libmagic1,any,17
DRUPAL,libapache2-mod-php7.2,libpcre3 ,>= 2:8.35,17
DRUPAL,libapache2-mod-php7.2,libsodium23 ,>= 1.0.14,17
DRUPAL,libapache2-mod-php7.2,libssl1.1 ,>= 1.1.0,17
DRUPAL,libapache2-mod-php7.2,libxml2 ,>= 2.8.0,17
DRUPAL,libapache2-mod-php7.2,mime-support,any,17
DRUPAL,libapache2-mod-php7.2,php7.2-cli,any,17
DRUPAL,libapache2-mod-php7.2,php7.2-common ,= 7.2.15-0ubuntu0.18.04.1,17
DRUPAL,libapache2-mod-php7.2,php7.2-json,any,17
DRUPAL,libapache2-mod-php7.2,php7.2-opcache,any,17
DRUPAL,libapache2-mod-php7.2,tzdata,any,17
DRUPAL,libapache2-mod-php7.2,ucf,any,17
DRUPAL,libapache2-mod-php7.2,zlib1g ,>= 1:1.1.4,17
DRUPAL,libargon2-0,libc6 ,>= 2.14,1
DRUPAL,libmagic1,libc6 ,>= 2.15,3
DRUPAL,libmagic1,libmagic-mgc ,= 1:5.32-2ubuntu0.1,3
DRUPAL,libmagic1,zlib1g ,>= 1:1.1.4,3
DRUPAL,libsodium23,libc6 ,>= 2.25,1
DRUPAL,php7.2-cli,libargon2-0 ,>= 0~20160406~,16
DRUPAL,php7.2-cli,libc6 ,>= 2.27,16
DRUPAL,php7.2-cli,libedit2 ,>= 2.11-20080614-4,16
DRUPAL,php7.2-cli,libmagic1,any,16
DRUPAL,php7.2-cli,libpcre3 ,>= 2:8.35,16
DRUPAL,php7.2-cli,libsodium23 ,>= 1.0.14,16
DRUPAL,php7.2-cli,libssl1.1 ,>= 1.1.0,16
DRUPAL,php7.2-cli,libxml2 ,>= 2.8.0,16
DRUPAL,php7.2-cli,mime-support,any,16
DRUPAL,php7.2-cli,php7.2-common ,= 7.2.15-0ubuntu0.18.04.1,16
DRUPAL,php7.2-cli,php7.2-json,any,16
DRUPAL,php7.2-cli,php7.2-opcache,any,16
DRUPAL,php7.2-cli,php7.2-readline,any,16
DRUPAL,php7.2-cli,tzdata,any,16
DRUPAL,php7.2-cli,ucf,any,16
DRUPAL,php7.2-cli,zlib1g ,>= 1:1.1.4,16
DRUPAL,php7.2-common,libc6 ,>= 2.15,4
DRUPAL,php7.2-common,libssl1.1 ,>= 1.1.0,4
DRUPAL,php7.2-common,php-common ,>= 1:35,4
DRUPAL,php7.2-common,ucf,any,4
DRUPAL,php-common,psmisc ,>= 22.15-1~,2
DRUPAL,php-common,sed ,>= 4.1.1-1,2
DRUPAL,psmisc,libc6 ,>= 2.14,3
DRUPAL,psmisc,libselinux1 ,>= 1.32,3
DRUPAL,psmisc,libtinfo5 ,>= 6,3
DRUPAL,ucf,coreutils ,>= 5.91,3
DRUPAL,ucf,debconf ,>= 1.5.19,3
DRUPAL,ucf,sensible-utils,any,3
DRUPAL,php7.2-json,libc6 ,>= 2.14,4
DRUPAL,php7.2-json,php-common ,>= 1:35,4
DRUPAL,php7.2-json,php7.2-common ,= 7.2.15-0ubuntu0.18.04.1,4
DRUPAL,php7.2-json,ucf,any,4
DRUPAL,php7.2-opcache,libc6 ,>= 2.27,4
DRUPAL,php7.2-opcache,php-common ,>= 1:35,4
DRUPAL,php7.2-opcache,php7.2-common ,= 7.2.15-0ubuntu0.18.04.1,4
DRUPAL,php7.2-opcache,ucf,any,4
DRUPAL,php7.2-readline,libc6 ,>= 2.14,5
DRUPAL,php7.2-readline,libedit2 ,>= 3.1-20130611,5
DRUPAL,php7.2-readline,php-common ,>= 1:35,5
DRUPAL,php7.2-readline,php7.2-common ,= 7.2.15-0ubuntu0.18.04.1,5
DRUPAL,php7.2-readline,ucf,any,5
DRUPAL,tzdata,debconf ,>= 0.5,2
DRUPAL,tzdata,debconf-2.0,any,2
DRUPAL,libjs-cropper,libjs-scriptaculous ,>= 1.9.0,1
DRUPAL,libjs-scriptaculous,libjs-prototype,any,1
DRUPAL,libphp-phpmailer,php-common,any,1
DRUPAL,php,php7.2,any,1
DRUPAL,php7.2,libapache2-mod-php7.2,any,4
DRUPAL,php7.2,php7.2-cgi,any,4
DRUPAL,php7.2,php7.2-common,any,4
DRUPAL,php7.2,php7.2-fpm,any,4
DRUPAL,php7.2-cgi,libargon2-0 ,>= 0~20160406~,15
DRUPAL,php7.2-cgi,libc6 ,>= 2.27,15
DRUPAL,php7.2-cgi,libmagic1,any,15
DRUPAL,php7.2-cgi,libpcre3 ,>= 2:8.35,15
DRUPAL,php7.2-cgi,libsodium23 ,>= 1.0.14,15
DRUPAL,php7.2-cgi,libssl1.1 ,>= 1.1.0,15
DRUPAL,php7.2-cgi,libxml2 ,>= 2.8.0,15
DRUPAL,php7.2-cgi,mime-support,any,15
DRUPAL,php7.2-cgi,php7.2-cli,any,15
DRUPAL,php7.2-cgi,php7.2-common ,= 7.2.15-0ubuntu0.18.04.1,15
DRUPAL,php7.2-cgi,php7.2-json,any,15
DRUPAL,php7.2-cgi,php7.2-opcache,any,15
DRUPAL,php7.2-cgi,tzdata,any,15
DRUPAL,php7.2-cgi,ucf,any,15
DRUPAL,php7.2-cgi,zlib1g ,>= 1:1.1.4,15
DRUPAL,php7.2-fpm,libapparmor1 ,>= 2.7.0~beta1+bzr1772,17
DRUPAL,php7.2-fpm,libargon2-0 ,>= 0~20160406~,17
DRUPAL,php7.2-fpm,libc6 ,>= 2.27,17
DRUPAL,php7.2-fpm,libmagic1,any,17
DRUPAL,php7.2-fpm,libpcre3 ,>= 2:8.35,17
DRUPAL,php7.2-fpm,libsodium23 ,>= 1.0.14,17
DRUPAL,php7.2-fpm,libssl1.1 ,>= 1.1.0,17
DRUPAL,php7.2-fpm,libsystemd0,any,17
DRUPAL,php7.2-fpm,libxml2 ,>= 2.8.0,17
DRUPAL,php7.2-fpm,mime-support,any,17
DRUPAL,php7.2-fpm,php7.2-cli,any,17
DRUPAL,php7.2-fpm,php7.2-common ,= 7.2.15-0ubuntu0.18.04.1,17
DRUPAL,php7.2-fpm,php7.2-json,any,17
DRUPAL,php7.2-fpm,php7.2-opcache,any,17
DRUPAL,php7.2-fpm,tzdata,any,17
DRUPAL,php7.2-fpm,ucf,any,17
DRUPAL,php7.2-fpm,zlib1g ,>= 1:1.1.4,17
DRUPAL,libapparmor1,libc6 ,>= 2.17,1
DRUPAL,php-gd,php-common,any,2
DRUPAL,php-gd,php7.2-gd,any,2
DRUPAL,php7.2-gd,libc6 ,>= 2.4,6
DRUPAL,php7.2-gd,libgd3 ,>= 2.1.1,6
DRUPAL,php7.2-gd,libxpm4,any,6
DRUPAL,php7.2-gd,php-common ,>= 1:35,6
